ID,nom,departement,ville,CP,type
0783215W,Collège Jean Moulin,78,Le-Pecq,78230,secondaire
0783216X,Ecole élémentaire Bois du Fay,78,Le-Mesnil-Saint-Denis,78320,primaire
0783237V,Ecole maternelle Henri Wallon,78,Achères,78260,primaire
0783248G,Collège Jean Lurcat,78,Achères,78260,secondaire
0783249H,"Lycée professionnel  Colbert, lycée des métiers de la vente et des services aux entreprises",78,La-Celle-Saint-Cloud,78170,secondaire
0783251K,Collège Anatole France,78,Les-Clayes-sous-Bois,78340,secondaire
0783252L,Collège Charles Peguy,78,Le-Chesnay,78150,secondaire
0783253M,Collège Lamartine,78,Houilles,78800,secondaire
0783254N,Collège André Chenier,78,Mantes-la-Jolie,78205,secondaire
0783258T,Ecole maternelle Jean Moulin,78,Saint-Germain-en-Laye,78100,primaire
0783259U,Ecole régionale du premier degré,78,La-Verrière,78320,primaire
0783261W,Ecole élémentaire Henri Wallon,78,Achères,78260,primaire
0783262X,Ecole élémentaire Paul Langevin,78,Achères,78260,primaire
0783267C,Ecole maternelle Les Clématites,78,Mantes-la-Jolie,78200,primaire
0783269E,Ecole maternelle La Malmedonne,78,Maurepas,78310,primaire
0783270F,Ecole maternelle Bois du Fay,78,Le-Mesnil-Saint-Denis,78320,primaire
0783271G,Ecole maternelle Centre,78,Le-Pecq,78230,primaire
0783272H,Ecole élémentaire Normandie-Niemen,78,Le-Pecq,78230,primaire
0783273J,Ecole maternelle Charles Perrault,78,Plaisir,78370,primaire
0783274K,Ecole élémentaire Claude Debussy,78,Plaisir,78370,primaire
0783275L,Ecole élémentaire Albert Camus,78,Plaisir,78370,primaire
0783276M,Ecole élémentaire Victor Hugo,78,Poissy,78300,primaire
0783277N,Ecole maternelle Eugénie Cotton,78,Trappes,78190,primaire
0783278P,Ecole maternelle Mozart,78,Vélizy-Villacoublay,78140,primaire
0783279R,Ecole élémentaire Mozart,78,Vélizy-Villacoublay,78140,primaire
0783282U,Lycée général et technologique privé Blanche de Castille,78,Le-Chesnay,78150,secondaire
0783283V,Lycée général et technologique privé L'Ermitage,78,Maisons-Laffitte,78600,secondaire
0783284W,Ecole secondaire privée Cours Château,78,Sartrouville,78500,secondaire
0783286Y,Lycée général et technologique privé Saint Erembert,78,Saint-Germain-en-Laye,78100,secondaire
0783287Z,Collège privé Sainte Thérèse,78,Houilles,78800,secondaire
0783288A,Lycée polyvalent privé Notre Dame,78,Saint-Germain-en-Laye,78100,secondaire
0783289B,Lycée général et technologique privé Notre Dame,78,Mantes-la-Jolie,78200,secondaire
0783293F,Lycée général et technologique privé Les Chataigniers,78,Versailles,78000,secondaire
0783295H,Collège privé du Sacré-Coeur,78,Versailles,78000,secondaire
0783297K,Lycée général et technologique privé Le Bon Sauveur,78,Le-Vésinet,78110,secondaire
0783300N,Collège privé Saint Louis,78,Bonnières-sur-Seine,78270,secondaire
0783301P,Collège privé Sainte Thérèse,78,Bougival,78380,secondaire
0783307W,Collège privé Saint Augustin,78,Saint-Germain-en-Laye,78100,secondaire
0783323N,Lycée technologique privé Saint Thomas de Villeneuve,78,Saint-Germain-en-Laye,78100,secondaire
0783325R,"Lycée professionnel privé Saint Vincent de Paul, lycée des métiers de la vente et de la relation clientèle",78,Versailles,78000,secondaire
0783330W,Lycée professionnel privé Roulleau,78,Meulan-en-Yvelines,78250,secondaire
0783338E,Collège privé Sainte Thérèse,78,Rambouillet,78120,secondaire
0783339F,Collège privé Sainte Anne,78,Montesson,78360,secondaire
0783340G,Collège privé Mercier,78,Meulan-en-Yvelines,78250,secondaire
0783342J,Collège privé Sainte Thérèse,78,Le-Mesnil-Saint-Denis,78320,secondaire
0783344L,Lycée général et technologique privé Notre Dame,78,Verneuil-sur-Seine,78480,secondaire
0783350T,Lycée général et technologique privé Saint Jean et Hulst,78,Versailles,78000,secondaire
0783351U,Lycée général et technologique privé Notre Dame du Grandchamp,78,Versailles,78000,secondaire
0783355Y,Ecole 2D degré général privée de Perceval,78,Chatou,78400,secondaire
0783358B,Collège Jean Jaurès,78,Poissy,78300,secondaire
0783364H,Section d'enseignement général et professionnel adapté du Collège Galilee,78,Limay,78520,secondaire
0783367L,Ecole maternelle,78,La-Queue-les-Yvelines,78940,primaire
0783368M,Ecole maternelle Tom Pouce,78,Vernouillet,78540,primaire
0783369N,Ecole élémentaire Annie Fratellini,78,Vernouillet,78540,primaire
0783377X,Ecole élémentaire du Lycée Franco Allemand,78,Buc,78530,primaire
0783378Y,Collège Ariane,78,Guyancourt,78280,secondaire
0783431F,"Lycée polyvalent Jules Verne, lycée des métiers de l'artisanat d'art dans les professions du spectacle",78,Sartrouville,78500,secondaire
0783432G,Section d'enseignement professionnel du lycée polyvalent Jules Vernes,78,Sartrouville,78500,secondaire
0783435K,Ecole élémentaire Pierre Brossolette,78,Les-Mureaux,78130,primaire
0783436L,Ecole élémentaire Henri Matisse,78,Mantes-la-Jolie,78200,primaire
0783439P,Ecole maternelle Jean de La Fontaine,78,Noisy-le-Roi,78590,primaire
0783440R,Ecole maternelle Plein Ciel,78,Issou,78440,primaire
0783444V,Ecole élémentaire privée Les Tilleuls,78,Voisins-le-Bretonneux,78960,primaire
0783447Y,"Lycée polyvalent Simone Weil, lycée des métiers du nautisme",78,Conflans-Sainte-Honorine,78700,secondaire
0783449A,Ecole maternelle Dunoyer de Segonzac,78,Versailles,78000,primaire
0783450B,Ecole maternelle Jeanne Moreau,78,Guyancourt,78280,primaire
0783451C,Ecole élémentaire Arthur et Lise London,78,Guyancourt,78280,primaire
0783460M,Ecole maternelle Nouvelle,78,Méré,78490,primaire
0783461N,Ecole maternelle du Confluent,78,Conflans-Sainte-Honorine,78700,primaire
0783462P,Ecole élémentaire Paul Fort,78,Aubergenville,78410,primaire
0783463R,Collège Louis Paulhan,78,Sartrouville,78500,secondaire
0783464S,Collège de la Montcient,78,Gaillon-sur-Montcient,78250,secondaire
0783466U,Ecole maternelle les Alizés,78,Versailles,78000,primaire
0783467V,Ecole maternelle Les Plants Catelaine,78,Carrières-sur-Seine,78420,primaire
0783468W,Ecole élémentaire Henri Dunant,78,Conflans-Sainte-Honorine,78700,primaire
0783469X,Ecole élémentaire Les Plants Catelaine,78,Carrières-sur-Seine,78420,primaire
0783470Y,Ecole élémentaire Ronsard,78,Chanteloup-les-Vignes,78570,primaire
0783504K,Ecole technologique privée Sportifs de Haut Niveau,78,Saint-Germain-en-Laye,78100,secondaire
0783507N,Ecole Maternelle A. Bernard,78,Aubergenville,78410,primaire
0783508P,Ecole maternelle Chantebelle,78,Maurecourt,78780,primaire
0783509R,Ecole maternelle Jean de la Fontaine,78,Élancourt,78990,primaire
0783510S,Ecole maternelle Marie Pape Carpantier,78,Guyancourt,78280,primaire
0783511T,Ecole maternelle Petit Gibus,78,Guyancourt,78280,primaire
0783512U,Ecole maternelle la Renarde,78,Maisons-Laffitte,78600,primaire
0783513V,Ecole élémentaire Jean de la Fontaine,78,Aubergenville,78410,primaire
0783514W,Ecole élémentaire Jean de la Fontaine,78,Élancourt,78990,primaire
0783515X,Ecole élémentaire Jean Christophe,78,Guyancourt,78280,primaire
0783516Y,Ecole élémentaire des Sources,78,Lévis-Saint-Nom,78320,primaire
0783526J,Ecole élémentaire privée des Quatre,78,Coignières,78310,primaire
0783527K,Ecole élémentaire privée Jacinthe et Francois,78,Rambouillet,78120,primaire
0783528L,Ecole élémentaire privée Mathurin Cordier,78,Porcheville,78440,primaire
0783530N,Ecole élémentaire A .Rimbaud,78,Chanteloup-les-Vignes,78570,primaire
0783531P,Ecole élémentaire Lully-Vauban,78,Versailles,78000,primaire
0783532R,Ecole élémentaire Le Coz,78,Versailles,78000,primaire
0783533S,"Lycée polyvalent Camille Claudel, lycée des métiers de l'hôtellerie, de la restauration et du commerce",78,Mantes-la-Ville,78711,secondaire
0783534T,Ecole élémentaire Petits Bois-Albert Thierry,78,Versailles,78000,primaire
0783535U,Ecole élémentaire Clos d'en haut,78,Conflans-Sainte-Honorine,78700,primaire
0783537W,Lycée professionnel privé Notre Dame,78,Mantes-la-Jolie,78200,secondaire
0783540Z,Ecole maternelle les cigognes,78,Carrières-sous-Poissy,78955,primaire
0783541A,Ecole maternelle des petits pas,78,Chambourcy,78240,primaire
0783542B,Ecole élémentaire Morel de Vinde,78,La-Celle-Saint-Cloud,78170,primaire
0783543C,Ecole élémentaire Chennevieres,78,Conflans-Sainte-Honorine,78700,primaire
0783546F,Collège Franco Allemand,78,Buc,78530,secondaire
0783547G,Collège international,78,Saint-Germain-en-Laye,78104,secondaire
0783548H,Lycée d'enseignement général Franco Allemand,78,Buc,78530,secondaire
0783549J,Lycée d'enseignement général International,78,Saint-Germain-en-Laye,78104,secondaire
0783550K,Ecole maternelle,78,Mousseaux-sur-Seine,78270,primaire
0783551L,Ecole élémentaire Albert Uderzo,78,Mantes-la-Jolie,78200,primaire
0783552M,Ecole élémentaire Verlaine,78,Chanteloup-les-Vignes,78570,primaire
0783574L,Ecole élémentaire Barrault,78,Bois-d'Arcy,78390,primaire
0783575M,Ecole maternelle Madeleine Renaud,78,Bois-d'Arcy,78390,primaire
0783576N,Ecole élémentaire  F. Buisson,78,Vélizy-Villacoublay,78140,primaire
0783577P,Ecole élémentaire Camille Claudel,78,Triel-sur-Seine,78510,primaire
0783578R,Ecole maternelle Camille Claudel,78,Triel-sur-Seine,78510,primaire
0783580T,Ecole élémentaire des Garennes,78,Saint-Martin-la-Garenne,78520,primaire
0783581U,Ecole élémentaire,78,Hardricourt,78250,primaire
0783583W,Ecole élémentaire Mille Visages,78,Chanteloup-les-Vignes,78570,primaire
0783584X,Ecole élémentaire R. Dorgelès,78,Chanteloup-les-Vignes,78570,primaire
0783585Y,Ecole secondaire privée Saint Jean Bosco,78,Rambouillet,78120,secondaire
0783592F,Ecole secondaire privée de l'Institut,78,Montigny-le-Bretonneux,78180,secondaire
0783595J,Ecole bilingue Maria Montessori,78,Versailles,78000,primaire
0783608Y,Ecole 2D degré général privée Cours Marie des Lys,78,Versailles,78000,secondaire
0783609Z,Ecole élémentaire privée Saint Joseph des Lys,78,Versailles,78000,primaire
0783610A,Ecole Sainte Julitte,78,Saint-Cyr-l'École,78210,primaire
0783616G,Ecole élémentaire privée Montessori International les rayons de soleil,78,Maisons-Laffitte,78600,primaire
0783618J,Ecole  privée Montessori internationale Grandir en confiance,78,Saint-Germain-en-Laye,78100,primaire
0783621M,Ecole secondaire privée Mathurin Cordier,78,Mantes-la-Jolie,78200,secondaire
0783622N,Ecole bilingue musumalne Eva de Vitraye,78,Mantes-la-Jolie,78200,primaire
0783629W,Ecole secondaire privée notre Dame de la Sablonnière,78,Goussonville,78930,secondaire
0783631Y,Ecole maternelle privée Montessori internationale El Nido,78,Poissy,78300,primaire
0783632Z,Ecole  privée Petite école bilingue,78,Gargenville,78440,primaire
0783633A,Ecole élémentaire Tariq Ibn Ziyad,78,Les-Mureaux,78130,primaire
0783635C,Ecole  2D degré général  privée Saint Bernard,78,Bailly,78870,secondaire
0783636D,Collège Camille du Gast,78,Achères,78260,secondaire
0783642K,Ecole élémentaire Nelson Mandela,78,Poissy,78300,primaire
0783643L,Ecole 2D degré général privée Lycée et Prépa Climax,78,Versailles,78000,secondaire
0783646P,Ecole élémentaire Bilingue Montessori NLC 78,78,Bailly,78870,primaire
0783647R,Ecole secondaire privée Bienheureux Charles de Foucauld,78,Versailles,78000,secondaire
0783648S,Ecole secondaire privée Associatif Aimée,78,Saint-Germain-de-la-Grange,78640,secondaire
0783649T,Ecole élémentaire privée de l'Institut,78,Montigny-le-Bretonneux,78180,primaire
0783653X,Ecole élémentaire publique Les Bords-de-Seine,78,Carrières-sous-Poissy,78955,primaire
0783655Z,Ecole élémentaire privée Saint Bernard,78,Bailly,78870,primaire
0783656A,Ecole générale et technologique du groupe scolaire privé de l'Institut,78,Montigny-le-Bretonneux,78180,secondaire
0783657B,Lycée d'enseignement général privé Saint-Augustin,78,Saint-Germain-en-Laye,78100,secondaire
0783659D,Ecole 2D degré professionnel privé Maison Familiale de la Grange Colombe,78,Rambouillet,78120,secondaire
0783660E,Ecole élémentaire privée Montessori Secréts d'Enfance,78,Vernouillet,78540,primaire
0783663H,Ecole élémentaire privée Sainte Clotilde,78,Fontenay-le-Fleury,78330,primaire
0783666L,Ecole secondaire privée Cours Sainte Clotilde,78,Fontenay-le-Fleury,78330,secondaire
0783667M,Ecole élémentaire privée Ibn Battuta,78,Trappes,78190,primaire
0783671S,Ecole secondaire privée la Chêneraie,78,Le-Chesnay,78150,secondaire
0783673U,Ecole Elémentaire privée Moderne Yvelines School Montessori,78,Montigny-le-Bretonneux,78180,primaire
0783674V,Ecole secondaire privée Bilingue musulman Eva de Vitray,78,Mantes-la-Jolie,78200,secondaire
0910009R,Collège Louis Pasteur,91,Brunoy,91805,secondaire
0910016Y,Collège Alphonse Daudet,91,Draveil,91210,secondaire
0910017Z,Collège André Maurois,91,Épinay-sur-Orge,91360,secondaire
0910021D,Collège Le Village,91,Évry,91035,secondaire
0910024G,Collège Juliette Adam,91,Gif-sur-Yvette,91190,secondaire
0910025H,Collège Wolfgang Amadeus Mozart,91,Athis-Mons,91205,secondaire
0910028L,Collège Michel Vignaud,91,Limours,91470,secondaire
0910041A,Collège Michel Vignaud,91,Morangis,91422,secondaire
0910042B,Collège Jean Zay,91,Morsang-sur-Orge,91390,secondaire
0910045E,Collège Charles Péguy,91,Palaiseau,91120,secondaire
0910046F,Collège Joseph Bara,91,Palaiseau,91120,secondaire
0910049J,Collège Albert Camus,91,Ris-Orangis,91130,secondaire
0910056S,Collège Olivier de Serres,91,Viry-Châtillon,91170,secondaire
0910057T,Collège Jean Moulin,91,Verrières-le-Buisson,91370,secondaire
0910060W,Collège Felix Esclangon,91,Viry-Châtillon,91172,secondaire
0910062Y,Collège Guillaume Bude,91,Yerres,91330,secondaire
0910064A,Ecole élémentaire Georges Leplatre,91,Dourdan,91410,primaire
0910065B,Ecole primaire Charles Péguy,91,Dourdan,91410,primaire
0910066C,Ecole élémentaire Les Châtaigniers,91,Angervilliers,91470,primaire
0910068E,Ecole élémentaire Fontaine Saint Lubin,91,Boissy-sous-Saint-Yon,91790,primaire
0910071H,Ecole élémentaire Camille Magne,91,Breuillet,91650,primaire
0910072J,Ecole primaire Henri Le Cocq,91,Breux-Jouy,91650,primaire
0910073K,Ecole primaire Josquin des Prés,91,Roinville,91410,primaire
0910074L,Ecole élémentaire Le Centre,91,Saint-Chéron,91530,primaire
0910076N,Ecole primaire Cécile Aubry,91,Saint-Cyr-sous-Dourdan,91410,primaire
0910077P,Ecole primaire Simone Soumier,91,Saint-Maurice-Montcouronne,91530,primaire
0910078R,Ecole maternelle Les Tilleuls,91,Saint-Sulpice-de-Favières,91910,primaire
0910079S,Ecole élémentaire Rail Perdu,91,Saint-Yon,91650,primaire
0910080T,Ecole élémentaire Georges Debono,91,Sermaise,91530,primaire
0910083W,Ecole primaire La Remarde,91,Le-Val-Saint-Germain,91530,primaire
0910084X,Ecole primaire école publique,91,Authon-la-Plaine,91410,primaire
0910086Z,Ecole élémentaire Les Blés En Herbe,91,Corbreuse,91410,primaire
0910088B,Ecole primaire Les Vergers,91,Les-Granges-le-Roi,91410,primaire
0910089C,Ecole élémentaire école publique,91,Mérobert,91780,primaire
0910090D,Ecole élémentaire école publique,91,Plessis-Saint-Benoist,91410,primaire
0910091E,Ecole élémentaire école publique,91,Richarville,91410,primaire
0910092F,Ecole élémentaire école publique,91,Saint-Escobille,91410,primaire
0910093G,Ecole élémentaire école publique,91,Boissy-le-Sec,91870,primaire
0910094H,Ecole élémentaire Jean Cocteau,91,Milly-la-Forêt,91490,primaire
0910095J,Ecole élémentaire Julie Daubie,91,Milly-la-Forêt,91490,primaire
0910097L,Ecole élémentaire,91,Boigneville,91720,primaire
0910099N,Ecole élémentaire école publique,91,Buno-Bonnevaux,91720,primaire
0910101R,Ecole primaire,91,Courances,91490,primaire
0910103T,Ecole élémentaire école publique,91,Dannemois,91490,primaire
0910105V,Ecole élémentaire La Girafe,91,Maisse,91720,primaire
0910110A,Ecole élémentaire René Descartes,91,Oncy-sur-École,91490,primaire
0910111B,Ecole élémentaire,91,Prunay-sur-Essonne,91720,primaire
0910112C,Ecole élémentaire école publique,91,Puiselet-le-Marais,91150,primaire
0910113D,Ecole élémentaire Les Deux Tertres,91,Soisy-sur-École,91840,primaire
0910115F,Ecole élémentaire école publique,91,Valpuiseaux,91720,primaire
0910119K,Ecole élémentaire école publique,91,Abbéville-la-Rivière,91150,primaire
0910120L,Ecole élémentaire Le Petit Nice,91,Angerville,91670,primaire
0910123P,Ecole Primaire La Garenne,91,Bois-Herpin,91150,primaire
0910124R,Ecole élémentaire école publique,91,Boissy-la-Rivière,91690,primaire
0910125S,Ecole primaire Phalier Jacques Sardon,91,Chalou-Moulineux,91740,primaire
0910130X,Ecole élémentaire,91,Monnerville,91930,primaire
0910131Y,Ecole élémentaire Frédéric Joliot-Curie,91,Pussay,91740,primaire
0910133A,Ecole élémentaire Serge Lefranc,91,Saclas,91690,primaire
0910135C,Ecole élémentaire,91,Saint-Cyr-la-Rivière,91690,primaire
0910137E,Ecole élémentaire Louis Moreau,91,La-Ferté-Alais,91590,primaire
0910139G,Ecole élémentaire,91,Auvers-Saint-Georges,91580,primaire
0910142K,Ecole élémentaire publique,91,Baulne,91590,primaire
0910143L,Ecole élémentaire Anne Frank,91,Boissy-le-Cutté,91590,primaire
0910144M,Ecole élémentaire Porte aux Loups,91,Bouray-sur-Juine,91850,primaire
0910147R,Ecole élémentaire Les Singes Verts,91,Boutigny-sur-Essonne,91820,primaire
0910149T,Ecole élémentaire Les Hélices Vertes,91,Cerny,91590,primaire
0910152W,Ecole élémentaire Gabriel Bolifraud,91,Chamarande,91730,primaire
0910154Y,Ecole primaire Les Frères Lumière,91,D'Huison-Longueville,91590,primaire
0910155Z,Ecole élémentaire Le Mesnil Racoin,91,Villeneuve-sur-Auvers,91580,primaire
0910156A,Ecole primaire,91,Villeneuve-sur-Auvers,91580,primaire
0910157B,Ecole primaire école publique,91,Videlles,91890,primaire
0910158C,Ecole élémentaire Prim'Vayres,91,Vayres-sur-Essonne,91820,primaire
0910159D,Ecole élémentaire école publique,91,Torfou,91730,primaire
0910160E,Ecole primaire école publique,91,Orveau,91590,primaire
0910161F,Ecole primaire Montgolfier,91,Mondeville,91590,primaire
0910162G,Ecole élémentaire Jean Moulin,91,Lardy,91510,primaire
0910165K,Ecole élémentaire Saint-Exupéry,91,Lardy,91510,primaire
0910167M,Ecole élémentaire La Pierre Levée,91,Janville-sur-Juine,91510,primaire
0910169P,Ecole élémentaire Paul Bert,91,Itteville,91760,primaire
0910171S,Ecole élémentaire Jean Jaurès,91,Itteville,91760,primaire
0910172T,Ecole primaire Le Parc,91,Guigneville-sur-Essonne,91590,primaire
0910174V,Ecole élémentaire Quai au Port,91,Étampes,91150,primaire
0910175W,Ecole élémentaire Hélène Boucher,91,Étampes,91150,primaire
0910176X,Ecole élémentaire André Buvat,91,Étampes,91150,primaire
0910177Y,Ecole élémentaire Les Prés,91,Étampes,91150,primaire
0910178Z,Ecole élémentaire Louis Moreau,91,Étampes,91150,primaire
0910180B,Ecole primaire La Renarde,91,Villeconin,91580,primaire
0910181C,Ecole élémentaire école publique,91,Souzy-la-Briche,91580,primaire
0910182D,Ecole élémentaire école publique,91,Saint-Hilaire,91780,primaire
0910185G,Ecole primaire EPC Alcide d'Orbigny,91,Ormoy-la-Rivière,91150,primaire
0910187J,Ecole élémentaire Alphonse Daudet,91,Morigny-Champigny,91150,primaire
0910189L,Ecole élémentaire Les Lavandières,91,Étréchy,91580,primaire
0910190M,Ecole élémentaire Saint-Exupéry,91,Étréchy,91580,primaire
0910191N,Ecole élémentaire La Chalouette,91,Chalo-Saint-Mars,91780,primaire
0910193R,Ecole élémentaire Maurice Léauté,91,Brières-les-Scellés,91150,primaire
0910195T,Ecole élémentaire école publique,91,Boutervilliers,91150,primaire
0910198W,Ecole élémentaire Georges Brassens,91,Crosne,91560,primaire
0910200Y,Ecole élémentaire Jean Jaurès,91,Draveil,91210,primaire
0910201Z,Ecole élémentaire Hameau de Mainville,91,Draveil,91210,primaire
0910205D,Ecole élémentaire Pierre et Marie Curie,91,Draveil,91210,primaire
0910206E,Ecole élémentaire Le Parc de Villiers,91,Draveil,91210,primaire
0910207F,Ecole élémentaire Jules Ferry,91,Draveil,91210,primaire
