ID,nom,departement,ville,CP,type
0911175H,Ecole maternelle Fernand Léger,91,Sainte-Geneviève-des-Bois,91700,primaire
0911176J,Ecole maternelle Le Chat Botté,91,Grigny,91350,primaire
0911177K,Ecole maternelle Charles Perrault,91,Igny,91430,primaire
0911179M,Ecole maternelle Etienne Tailhan,91,Palaiseau,91120,primaire
0911185U,Collège Parc de Villeroy,91,Mennecy,91540,secondaire
0911186V,Ecole élémentaire Frédéric Joliot-Curie,91,Brétigny-sur-Orge,91220,primaire
0911187W,Ecole élémentaire Paul Eluard,91,Corbeil-Essonnes,91100,primaire
0911188X,Ecole élémentaire Jacques Prévert,91,Corbeil-Essonnes,91100,primaire
0911189Y,Ecole élémentaire La Nacelle,91,Corbeil-Essonnes,91100,primaire
0911190Z,Ecole élémentaire Irène Joliot-Curie,91,Crosne,91560,primaire
0911191A,Ecole élémentaire Jules Michelet,91,Égly,91520,primaire
0911193C,Ecole élémentaire Le Pré aux Agneaux,91,Épinay-sous-Sénart,91860,primaire
0911194D,Ecole élémentaire Le Mousseau,91,Évry,91000,primaire
0911195E,Ecole élémentaire Frédéric Joliot-Curie,91,Fleury-Mérogis,91700,primaire
0911197G,Ecole élémentaire Jean Perrin,91,Grigny,91350,primaire
0911200K,Ecole élémentaire Les Cendrières,91,Limours,91470,primaire
0911201L,Ecole élémentaire Denis Diderot,91,Sainte-Geneviève-des-Bois,91700,primaire
0911202M,Ecole élémentaire Les Bergères,91,Les-Ulis,91940,primaire
0911204P,Ecole élémentaire La Dimancherie,91,Les-Ulis,91940,primaire
0911205R,Ecole maternelle Edouard Herriot,91,Arpajon,91290,primaire
0911206S,Ecole maternelle La Rougette,91,Athis-Mons,91200,primaire
0911207T,Ecole maternelle Le Port Sud,91,Breuillet,91650,primaire
0911208U,Ecole maternelle La Nacelle,91,Corbeil-Essonnes,91100,primaire
0911209V,Ecole maternelle Arthur Rimbaud,91,Corbeil-Essonnes,91100,primaire
0911210W,Ecole maternelle Le Belvédère,91,Draveil,91210,primaire
0911212Y,Ecole maternelle Jean de La Fontaine,91,Évry,91000,primaire
0911214A,Ecole maternelle La Licorne,91,Grigny,91350,primaire
0911216C,Ecole maternelle Minerve,91,Viry-Châtillon,91170,primaire
0911219F,Ecole maternelle La Dimancherie Groupe 1,91,Les-Ulis,91940,primaire
0911220G,Ecole maternelle Le Pont de Bois,91,Saint-Chéron,91530,primaire
0911221H,Ecole maternelle Eugène Le Roy,91,Saulx-les-Chartreux,91160,primaire
0911222J,Ecole maternelle Pauline Kergomard,91,Saclay,91400,primaire
0911223K,Ecole maternelle Maurice Guerton,91,Ris-Orangis,91130,primaire
0911224L,Ecole maternelle Gustave Courbet,91,Morsang-sur-Orge,91390,primaire
0911226N,Ecole maternelle Pégase,91,Grigny,91350,primaire
0911227P,Ecole élémentaire Anatole France,91,Saulx-les-Chartreux,91160,primaire
0911228R,Ecole élémentaire Les Sources,91,Bruyères-le-Châtel,91680,primaire
0911229S,Ecole maternelle Lacepède,91,Leuville-sur-Orge,91310,primaire
0911231U,Ecole maternelle Cendrillon,91,Grigny,91350,primaire
0911232V,Ecole élémentaire Le Pont de Bois,91,Saint-Chéron,91530,primaire
0911233W,Ecole élémentaire Le Belvédère,91,Draveil,91210,primaire
0911234X,Ecole maternelle La Vigne des Champs,91,Brunoy,91800,primaire
0911235Y,Ecole maternelle Emile Bouton,91,Villemoisson-sur-Orge,91360,primaire
0911236Z,Ecole maternelle Les Donjons,91,Soisy-sur-Seine,91450,primaire
0911237A,Ecole maternelle Chantefleurs,91,Saint-Pierre-du-Perray,91280,primaire
0911239C,Ecole maternelle Les Prés Hauts,91,Saint-Germain-lès-Corbeil,91250,primaire
0911240D,Ecole maternelle Le Bourg,91,Saclay,91400,primaire
0911241E,Ecole maternelle Les Saules,91,Champlan,91160,primaire
0911242F,Ecole maternelle Les Sablons,91,Gif-sur-Yvette,91190,primaire
0911243G,Ecole maternelle La Croix Boissée,91,Vert-le-Grand,91810,primaire
0911250P,Collège Paul Fort,91,Courcouronnes,91080,secondaire
0911251R,Lycée général et technologique Parc des Loges,91,Évry,91012,secondaire
0911252S,Collège Les Gatines-René Cassin,91,Savigny-sur-Orge,91600,secondaire
0911253T,Collège Pablo Neruda,91,Grigny,91350,secondaire
0911254U,"Lycée professionnel Charles Baudelaire, lycée des métiers de la coiffure et de l'esthétique, des services à la personnes",91,Évry,91000,secondaire
0911255V,Collège Albert Camus,91,La-Norville,91290,secondaire
0911256W,Collège du Pont de Bois,91,Saint-Chéron,91530,secondaire
0911257X,Collège Jean Moulin,91,Saint-Michel-sur-Orge,91240,secondaire
0911264E,Lycée polyvalent privé - Section de Technicien Supérieur - Classes Préparatoires aux Grandes Ecoles d'Optométrie,91,Bures-sur-Yvette,91440,secondaire
0911268J,Ecole maternelle La Vallée Rossignol,91,Bouray-sur-Juine,91850,primaire
0911269K,Ecole maternelle André Simon,91,Bruyères-le-Châtel,91680,primaire
0911270L,Ecole maternelle Alphonse Daudet,91,Égly,91520,primaire
0911272N,Ecole maternelle école publique,91,Méréville,91660,primaire
0911273P,Ecole maternelle Les Hirondelles,91,Morangis,91420,primaire
0911274R,Ecole maternelle Jean de La Fontaine,91,Morigny-Champigny,91150,primaire
0911275S,Ecole maternelle Les Clozeaux,91,Nozay,91620,primaire
0911277U,Ecole maternelle Jules Ferry,91,Saint-Michel-sur-Orge,91240,primaire
0911278V,Ecole maternelle Pierre Brossolette,91,Villiers-sur-Orge,91700,primaire
0911279W,Ecole maternelle Jean de La Fontaine,91,Wissous,91320,primaire
0911280X,Ecole maternelle Les Eaux Vives,91,Bièvres,91570,primaire
0911281Y,Ecole maternelle l'Etang Neuf,91,Marcoussis,91460,primaire
0911283A,Ecole élémentaire Renne,91,Grigny,91350,primaire
0911285C,Ecole maternelle Jacqueline Auriol,91,Brétigny-sur-Orge,91220,primaire
0911286D,Ecole maternelle Saint-Martin,91,Ballancourt-sur-Essonne,91610,primaire
0911295N,Ecole maternelle Le Chaperon Rouge,91,Grigny,91350,primaire
0911297R,Ecole élémentaire Les Prés Hauts,91,Saint-Germain-lès-Corbeil,91250,primaire
0911298S,Ecole élémentaire Jules Vallès,91,Saint-Germain-lès-Arpajon,91180,primaire
0911299T,Ecole élémentaire Louis Pergaud,91,Sainte-Geneviève-des-Bois,91700,primaire
0911300U,Ecole élémentaire Etienne Tailhan,91,Palaiseau,91120,primaire
0911301V,Ecole élémentaire Colline de Verville,91,Mennecy,91540,primaire
0911302W,Ecole élémentaire Jacques Cartier,91,Évry,91000,primaire
0911303X,Ecole élémentaire Robert Schuman,91,Étréchy,91580,primaire
0911304Y,Ecole élémentaire Le Parc du Château,91,Chilly-Mazarin,91380,primaire
0911305Z,Ecole maternelle Le Jardin de Concy,91,Yerres,91330,primaire
0911306A,Ecole maternelle Les Bleuets,91,Viry-Châtillon,91170,primaire
0911307B,Ecole maternelle Jules Vallès,91,Saint-Germain-lès-Arpajon,91180,primaire
0911308C,Ecole maternelle Paul Vaillant-Couturier,91,Sainte-Geneviève-des-Bois,91700,primaire
0911309D,Ecole maternelle Louis Pergaud,91,Morsang-sur-Orge,91390,primaire
0911310E,Ecole maternelle Les Petits Champs Ronds,91,Massy,91300,primaire
0911312G,Ecole maternelle Alphonse de Lamartine,91,Évry,91000,primaire
0911313H,Ecole maternelle Antoine de Saint-Exupéry,91,Étréchy,91580,primaire
0911314J,Ecole maternelle Charles Perrault,91,Égly,91520,primaire
0911316L,Ecole maternelle Nelson Mandela,91,Vigneux-sur-Seine,91270,primaire
0911317M,Ecole maternelle Les Avelines Groupe 1,91,Les-Ulis,91940,primaire
0911319P,Ecole primaire Louise Michel,91,Brétigny-sur-Orge,91220,primaire
0911320R,Ecole maternelle Les Gros Chênes,91,Verrières-le-Buisson,91370,primaire
0911324V,Ecole maternelle Le Parc du Château,91,Chilly-Mazarin,91380,primaire
0911325W,Ecole élémentaire Elsa Triolet,91,Grigny,91350,primaire
0911326X,Ecole élémentaire Gérard Philipe,91,Grigny,91350,primaire
0911330B,Ecole élémentaire Le Champ Dolent,91,Saint-Germain-lès-Corbeil,91250,primaire
0911331C,Ecole maternelle Louise Michel,91,Savigny-sur-Orge,91600,primaire
0911334F,Collège Aimé Césaire,91,Les-Ulis,91940,secondaire
0911335G,Collège Jules Verne,91,Villebon-sur-Yvette,91140,secondaire
0911336H,Section d'enseignement général et professionnel adapté du Collège Jules Verne,91,Villebon-sur-Yvette,91140,secondaire
0911337J,Section d'enseignement général et professionnel adapté du Collège Delalande,91,Athis-Mons,91200,secondaire
0911338K,Section d'enseignement général et professionnel adapté du Collège Les Gatines René Cassin,91,Savigny-sur-Orge,91600,secondaire
0911339L,Section d'enseignement général et professionnel adapté du Collège Louis Pasteur,91,Brunoy,91805,secondaire
0911340M,Collège Charles Péguy,91,Bondoufle,91070,secondaire
0911341N,Collège La Tuilerie,91,Saint-Germain-lès-Corbeil,91250,secondaire
0911343R,Lycée professionnel Auguste Perret,91,Évry,91024,secondaire
0911344S,Section d'enseignement général et professionnel adapté du Collège Parc de Villeroy,91,Mennecy,91540,secondaire
0911345T,Collège Paul Fort,91,Montlhéry,91310,secondaire
0911346U,Lycée général et technologique Albert Einstein,91,Sainte-Geneviève-des-Bois,91706,secondaire
0911347V,Ecole maternelle Louis Pergaud,91,Sainte-Geneviève-des-Bois,91700,primaire
0911353B,Etablissement régional d'enseignement adapté Jean Isoard,91,Montgeron,91230,secondaire
0911354C,Collège Les Goussons,91,Gif-sur-Yvette,91190,secondaire
0911356E,Ecole élémentaire Saint-Martin,91,Ballancourt-sur-Essonne,91610,primaire
0911360J,Ecole primaire Paul Bert,91,Courcouronnes,91080,primaire
0911363M,Ecole élémentaire Gustave Courbet,91,Morsang-sur-Orge,91390,primaire
0911364N,Ecole élémentaire Pasteur,91,Athis-Mons,91200,primaire
0911365P,Ecole élémentaire Les Neuveries,91,Gif-sur-Yvette,91190,primaire
0911368T,Ecole primaire François-Joseph Talma,91,Brunoy,91800,primaire
0911369U,Ecole maternelle Soulins,91,Brunoy,91800,primaire
0911370V,Ecole maternelle Charles Baudelaire,91,Corbeil-Essonnes,91100,primaire
0911371W,Ecole maternelle Fontaine Cornaille 2,91,Quincy-sous-Sénart,91480,primaire
0911372X,Ecole maternelle Croix-Verte,91,Saint-Germain-lès-Corbeil,91250,primaire
0911373Y,Ecole maternelle Champ Dolent,91,Saint-Germain-lès-Corbeil,91250,primaire
0911374Z,Ecole maternelle La Remarde,91,Arpajon,91290,primaire
0911375A,Ecole maternelle La Galanderie,91,La-Norville,91290,primaire
0911376B,Ecole maternelle Pablo Picasso,91,Saint-Michel-sur-Orge,91240,primaire
0911377C,Ecole maternelle Robert Schuman,91,Étréchy,91580,primaire
0911378D,Ecole maternelle La Roche,91,Villebon-sur-Yvette,91140,primaire
0911379E,Ecole maternelle Les Neuveries,91,Gif-sur-Yvette,91190,primaire
0911380F,Ecole maternelle Pablo Neruda,91,Les-Ulis,91940,primaire
0911381G,Ecole maternelle Pierre de Ronsard,91,Ollainville,91340,primaire
0911383J,Ecole maternelle Les Avelines Groupe 2,91,Les-Ulis,91940,primaire
0911385L,Ecole maternelle Tournemire Groupe 1,91,Les-Ulis,91940,primaire
0911386M,Ecole élémentaire Pressoir Prompt,91,Corbeil-Essonnes,91100,primaire
0911387N,Ecole élémentaire La Fontaine,91,Chilly-Mazarin,91380,primaire
0911388P,Ecole maternelle Les Sources,91,Linas,91310,primaire
0911389R,Ecole maternelle Lormoy,91,Longpont-sur-Orge,91310,primaire
0911390S,Ecole maternelle Les Lutins,91,Briis-sous-Forges,91640,primaire
0911391T,Ecole maternelle Jean de La Fontaine,91,Forges-les-Bains,91470,primaire
0911392U,Ecole maternelle Daniel Galland,91,Saint-Vrain,91770,primaire
0911393V,Ecole maternelle Jean Moulin,91,Palaiseau,91120,primaire
0911394W,Ecole maternelle Le Pré aux Agneaux 2,91,Épinay-sous-Sénart,91860,primaire
0911396Y,Collège Georges Pompidou,91,Montgeron,91230,secondaire
0911397Z,Collège La Vallée,91,Épinay-sous-Sénart,91860,secondaire
0911400C,Section d'enseignement général et professionnel adapté du Collège Albert Camus,91,La-Norville,91290,secondaire
0911401D,Lycée professionnel Nelson-Mandela,91,Étampes,91150,secondaire
0911402E,Collège de Guinette,91,Étampes,91150,secondaire
0911403F,Collège Hubert Robert,91,Méréville,91660,secondaire
0911404G,Collège Jean Rostand,91,Milly-la-Forêt,91490,secondaire
0911406J,Ecole maternelle Belle au Bois Dormant,91,Grigny,91350,primaire
0911407K,Ecole maternelle François Mauriac,91,Bondoufle,91070,primaire
0911408L,Ecole maternelle Saint-Hubert,91,Yerres,91330,primaire
0911410N,Ecole primaire Georges Dortet,91,Fontenay-lès-Briis,91640,primaire
0911412R,Ecole maternelle Parc Gaillon,91,Marolles-en-Hurepoix,91630,primaire
0911413S,Ecole maternelle Le Parc,91,Le-Plessis-Pâté,91220,primaire
0911416V,Ecole primaire Emilie du Chatelet,91,Massy,91300,primaire
0911417W,Ecole maternelle Les Cendrières,91,Limours,91470,primaire
0911419Y,Ecole primaire La Feuillarde,91,Gif-sur-Yvette,91190,primaire
0911420Z,Ecole élémentaire Jules Verne,91,Évry,91000,primaire
0911424D,Ecole élémentaire Irène et Frédéric Joliot-Curie,91,Saclay,91400,primaire
0911425E,Ecole élémentaire  J.J. de Laborde,91,Méréville,91660,primaire
0911426F,Ecole élémentaire Lormoy,91,Longpont-sur-Orge,91310,primaire
0911427G,Ecole élémentaire Le Chêne,91,Brunoy,91800,primaire
0911428H,Ecole élémentaire Les Echassons,91,Longpont-sur-Orge,91310,primaire
0911429J,Ecole élémentaire Les Quatre Vents,91,Corbeil-Essonnes,91100,primaire
0911430K,Ecole élémentaire Les Avelines,91,Les-Ulis,91940,primaire
0911431L,Ecole maternelle Barceleau,91,Les-Ulis,91940,primaire
0911432M,Ecole maternelle Le Bosquet 1,91,Les-Ulis,91940,primaire
0911436S,Ecole maternelle Les Echassons,91,Longpont-sur-Orge,91310,primaire
0911437T,Ecole maternelle La Souris verte,91,Corbreuse,91410,primaire
0911441X,Collège Pierre Ronsard,91,Paray-Vieille-Poste,91550,secondaire
0911442Y,Section d'enseignement général et professionnel adapté du Collège Georges Pompidou,91,Montgeron,91230,secondaire
0911443Z,Collège La Nacelle,91,Corbeil-Essonnes,91107,secondaire
0911444A,Collège Montesquieu,91,Évry,91024,secondaire
0911445B,Section d'enseignement général et professionnel adapté du Collège Jean Moulin,91,Saint-Michel-sur-Orge,91240,secondaire
0911446C,Section d'enseignement général et professionnel adapté du Collège de Guinette,91,Étampes,91150,secondaire
0911447D,Collège Le Roussay,91,Étréchy,91580,secondaire
0911451H,Ecole maternelle Jean Mermoz,91,Bondoufle,91070,primaire
0911452J,Ecole  élémentaire Jean Mermoz,91,Bondoufle,91070,primaire
0911455M,Ecole maternelle Le Bosquet 2,91,Les-Ulis,91940,primaire
0911456N,Ecole élémentaire Les Sources,91,Linas,91310,primaire
0911458R,Ecole élémentaire Jean Charles Gatinot,91,Montgeron,91230,primaire
0911461U,Ecole élémentaire Le Bosquet,91,Les-Ulis,91940,primaire
0911462V,Ecole élémentaire François Mauriac,91,Évry,91000,primaire
0911466Z,Ecole maternelle Maurice Léauté,91,Brières-les-Scellés,91150,primaire
0911468B,Ecole maternelle Aguado,91,Évry,91000,primaire
0911469C,Ecole maternelle La Petite Sirène,91,Grigny,91350,primaire
0911470D,Ecole maternelle Les Bleuets,91,Massy,91300,primaire
0911471E,Ecole maternelle Les Myrtilles,91,Mennecy,91540,primaire
0911472F,Ecole maternelle La Queue d'Oiseau,91,Les-Ulis,91940,primaire
0911474H,Ecole élémentaire Les Sablons,91,Gif-sur-Yvette,91190,primaire
0911475J,Ecole élémentaire Les Myrtilles,91,Mennecy,91540,primaire
0911477L,Ecole élémentaire Les Sablons,91,Vauhallan,91430,primaire
0911482S,Ecole maternelle Le Clos Renault,91,Mennecy,91540,primaire
0911484U,Ecole maternelle Petit Dragon,91,Évry,91000,primaire
0911486W,Ecole maternelle,91,Gironville-sur-Essonne,91720,primaire
0911487X,Section d'enseignement général et professionnel adapté du Collège Aimé Césaire,91,Les-Ulis,91940,secondaire
0911488Y,Collège Charles Péguy,91,Morsang-sur-Orge,91390,secondaire
0911489Z,Section d'enseignement général et professionnel adapté du Collège La Nacelle,91,Corbeil-Essonnes,91107,secondaire
0911490A,Collège Pablo Neruda,91,Brétigny-sur-Orge,91220,secondaire
0911491B,Collège Condorcet,91,Dourdan,91410,secondaire
0911492C,Lycée polyvalent L'Essouriau,91,Les-Ulis,91940,secondaire
0911493D,Lycée professionnel Les Frères Moreau,91,Quincy-sous-Sénart,91480,secondaire
0911496G,Ecole 2D degré général privée d'Etudes Dirigées,91,Saulx-les-Chartreux,91160,secondaire
0911497H,Ecole maternelle école publique,91,Champcueil,91750,primaire
0911498J,Ecole maternelle Robert Desnos,91,Fleury-Mérogis,91700,primaire
0911499K,Ecole maternelle La Grande Prairie,91,Yerres,91330,primaire
0911500L,Ecole maternelle Le Centre,91,Villiers-le-Bâcle,91190,primaire
0911501M,Ecole maternelle Charles Perrault,91,Villebon-sur-Yvette,91140,primaire
0911502N,Ecole maternelle Les Ormes,91,Saint-Cyr-sous-Dourdan,91410,primaire
0911504R,Ecole maternelle Tournemire Groupe 2,91,Les-Ulis,91940,primaire
0911505S,Ecole maternelle d'application Les Meillotes,91,Soisy-sur-Seine,91450,primaire
0911506T,Ecole maternelle Jean Jaurès,91,Villabé,91100,primaire
0911507U,Ecole maternelle Maillecourt,91,Orsay,91400,primaire
0911511Y,Ecole maternelle André Malraux,91,Le-Coudray-Montceaux,91830,primaire
0911512Z,Ecole maternelle René Boinier,91,Cerny,91590,primaire
0911514B,Ecole maternelle Fontaine Saint Lubin,91,Boissy-sous-Saint-Yon,91790,primaire
0911515C,Ecole maternelle André Malraux,91,Bondoufle,91070,primaire
0911516D,Ecole maternelle La Croix Boissée,91,Ballancourt-sur-Essonne,91610,primaire
0911517E,Ecole élémentaire La Queue d'Oiseau,91,Les-Ulis,91940,primaire
0911520H,Ecole élémentaire d'application Pablo Picasso,91,Corbeil-Essonnes,91100,primaire
0911521J,Ecole primaire d'application Les Meillotes,91,Soisy-sur-Seine,91450,primaire
0911523L,Ecole élémentaire La Guyonnerie,91,Bures-sur-Yvette,91440,primaire
0911525N,Ecole maternelle Elsa Triolet,91,Itteville,91760,primaire
0911526P,Ecole maternelle Chant du Coq,91,Leudeville,91630,primaire
0911527R,Ecole maternelle Elsa Triolet,91,Saint-Germain-lès-Arpajon,91180,primaire
0911552T,Ecole maternelle Michèle Koch,91,Saintry-sur-Seine,91250,primaire
0911553U,Ecole maternelle Pierre Siriex,91,Boutigny-sur-Essonne,91820,primaire
0911570M,Collège Leopold Sedar Senghor,91,Corbeil-Essonnes,91100,secondaire
0911571N,Section d'enseignement général et professionnel adapté du Collège Pablo Neruda,91,Brétigny-sur-Orge,91220,secondaire
0911572P,Collège Saint-Exupéry,91,Marolles-en-Hurepoix,91630,secondaire
0911574S,Collège Léonard de Vinci,91,Guigneville-sur-Essonne,91590,secondaire
0911575T,Section d'enseignement général et professionnel adapté du Collège Léonard de Vinci,91,Guigneville-sur-Essonne,91590,secondaire
0911577V,Lycée général et technologique Jacques Prévert,91,Longjumeau,91162,secondaire
0911578W,Lycée professionnel Pierre Mendès France,91,Ris-Orangis,91133,secondaire
0911581Z,Ecole maternelle Albert Camus,91,Viry-Châtillon,91170,primaire
0911583B,Ecole maternelle Millepertuis,91,Les-Ulis,91940,primaire
0911584C,Ecole maternelle Frédéric Mistral,91,Lisses,91090,primaire
0911585D,Ecole maternelle Elsa Triolet,91,Étampes,91150,primaire
0911586E,Ecole maternelle Jacques Prévert,91,Étampes,91150,primaire
0911588G,Ecole maternelle Le Paradis,91,Corbeil-Essonnes,91100,primaire
0911589H,Ecole maternelle Les Avelines 3,91,Les-Ulis,91940,primaire
0911590J,Ecole maternelle Saint-Exupéry,91,Bondoufle,91070,primaire
0911591K,Ecole élémentaire Les Millepertuis,91,Les-Ulis,91940,primaire
0911592L,Ecole élémentaire Jacques Prévert,91,Étampes,91150,primaire
0911593M,Ecole élémentaire Frédéric Mistral,91,Lisses,91090,primaire
0911594N,Ecole élémentaire Le Paradis,91,Corbeil-Essonnes,91100,primaire
0911595P,Ecole élémentaire Le Parc,91,Les-Ulis,91940,primaire
0911597S,Ecole élémentaire Saint-Exupéry,91,Bondoufle,91070,primaire
0911598T,Ecole élémentaire André Malraux,91,Bondoufle,91070,primaire
0911601W,Collège privé Rudolf Steiner,91,Verrières-le-Buisson,91370,secondaire
0911602X,Ecole primaire privée Rudolphe Steiner,91,Verrières-le-Buisson,91370,primaire
0911605A,Ecole maternelle d'application Montagne des Glaises,91,Corbeil-Essonnes,91100,primaire
0911608D,Ecole élémentaire Champs Elysées,91,Évry,91000,primaire
0911609E,Ecole maternelle Charles Perrault,91,Morigny-Champigny,91150,primaire
0911610F,Ecole maternelle Anne Frank,91,Les-Molières,91470,primaire
0911611G,Ecole maternelle Pomme de Pin,91,Maisse,91720,primaire
0911612H,Ecole maternelle Les Champs Elysees,91,Évry,91000,primaire
0911624W,Ecole maternelle Louise Michel,91,Étampes,91150,primaire
0911628A,Ecole maternelle Jacques Prévert,91,Athis-Mons,91200,primaire
0911630C,Ecole élémentaire François-René de Chateaubriand,91,Morigny-Champigny,91150,primaire
0911631D,Ecole élémentaire Alexandre Dumas,91,Évry,91000,primaire
0911632E,Lycée général et technologique René Cassin,91,Arpajon,91294,secondaire
0911669V,Ecole maternelle Frédéric Joliot-Curie,91,Saint-Germain-lès-Arpajon,91180,primaire
0911670W,Ecole maternelle Louise Michel,91,Janville-sur-Juine,91510,primaire
0911671X,Ecole maternelle Louise Michel,91,Palaiseau,91120,primaire
0911672Y,Ecole maternelle Daniel Balavoine,91,Vaugrigneuse,91640,primaire
0911686N,Ecole maternelle Jean-Baptiste Corot,91,Lisses,91090,primaire
0911689S,Ecole maternelle Le Clos en Herbe,91,Soisy-sur-École,91840,primaire
0911707L,Ecole maternelle Le Parc aux Biches,91,Évry,91000,primaire
0911708M,Ecole maternelle Marco Polo,91,Évry,91000,primaire
0911710P,Ecole maternelle La Poule Rousse,91,Évry,91000,primaire
0911711R,Ecole maternelle La Marette,91,Chalo-Saint-Mars,91780,primaire
0911712S,Ecole maternelle école publique,91,Moigny-sur-École,91490,primaire
0911713T,Ecole maternelle La Mare Armée,91,Yerres,91330,primaire
0911714U,Ecole maternelle La Plaine,91,Gif-sur-Yvette,91190,primaire
0911715V,Ecole maternelle Les Tilleuls,91,Villejust,91140,primaire
0911716W,Ecole primaire Le Temps des Cerises,91,Évry,91000,primaire
0911718Y,Ecole élémentaire La Plaine,91,Gif-sur-Yvette,91190,primaire
0911719Z,Ecole élémentaire J. Demest,91,Moigny-sur-École,91490,primaire
0911720A,Ecole élémentaire Saint-Exupéry,91,Athis-Mons,91200,primaire
0911724E,Ecole maternelle Albert Aubel,91,Sainte-Geneviève-des-Bois,91700,primaire
0911725F,Ecole primaire Les Marais,91,Ballainvilliers,91160,primaire
0911729K,Collège Les Pyramides,91,Évry,91007,secondaire
0911730L,Ecole maternelle Pablo Picasso,91,Itteville,91760,primaire
0911732N,Ecole maternelle Paul Bert,91,Paray-Vieille-Poste,91550,primaire
0911735S,Ecole maternelle Les Apprentis Sorciers,91,Cheptainville,91630,primaire
0911736T,Ecole maternelle La Sorbonne,91,Lardy,91510,primaire
0911737U,Ecole maternelle Serge Lefranc,91,Saclas,91690,primaire
0911738V,Ecole primaire   Hameau de Champrosay,91,Draveil,91210,primaire
0911739W,Ecole maternelle Hameau de Mainville,91,Draveil,91210,primaire
0911745C,Collège privé Saint Charles,91,Athis-Mons,91200,secondaire
0911746D,Collège privé Saint Pierre,91,Brunoy,91800,secondaire
0911747E,Collège privé Jeanne d'Arc,91,Étampes,91150,secondaire
0911748F,Collège privé Notre-Dame de Sion,91,Évry,91000,secondaire
0911749G,Collège privé d'Orsay,91,Orsay,91400,secondaire
0911750H,Collège privé Ile de France,91,Villebon-sur-Yvette,91140,secondaire
0911751J,Collège privé du Sacré-Coeur,91,La-Ville-du-Bois,91620,secondaire
0911752K,Collège privé Saint Louis Saint Clément,91,Viry-Châtillon,91170,secondaire
0911754M,Collège Rosa Luxembourg,91,Lisses,91090,secondaire
0911755N,Ecole élémentaire La Communale,91,Évry,91000,primaire
0911756P,Ecole maternelle La Communale,91,Évry,91000,primaire
0911757R,Ecole élémentaire Parc Aux Biches,91,Évry,91000,primaire
0911772G,Ecole primaire privée La Montessorine,91,Brunoy,91800,primaire
0911774J,Ecole maternelle Eugénie Cotton,91,Brétigny-sur-Orge,91220,primaire
0911775K,Ecole élémentaire Louis Pasteur,91,Chilly-Mazarin,91380,primaire
0911776L,Ecole élémentaire de Guillerval,91,Guillerval,91690,primaire
0911777M,Ecole élémentaire Maximilien de Robespierre,91,Morsang-sur-Orge,91390,primaire
0911778N,Ecole élémentaire Maurice Guerton,91,Ris-Orangis,91130,primaire
0911788Z,Section d'enseignement général et professionnel adapté du Collège Léopold Sedar Senghor,91,Corbeil-Essonnes,91100,secondaire
0911789A,Ecole élémentaire Quatre Coins,91,Bures-sur-Yvette,91440,primaire
0911790B,Ecole maternelle Les 4 Coins,91,Bures-sur-Yvette,91440,primaire
0911792D,Ecole maternelle d'application Hélène Sandre,91,Étiolles,91450,primaire
0911793E,Ecole élémentaire Paul Gauguin,91,Courcouronnes,91080,primaire
0911794F,Ecole élémentaire La Lanterne,91,Évry,91000,primaire
0911795G,Ecole élémentaire Marco Polo,91,Évry,91000,primaire
0911796H,Ecole maternelle Paul Gauguin,91,Courcouronnes,91080,primaire
0911797J,Ecole maternelle La Lanterne,91,Évry,91000,primaire
0911822L,Ecole maternelle Les Alouettes,91,Saint-Aubin,91190,primaire
0911824N,Collège privé La Salle Saint Nicolas d'Igny,91,Igny,91430,secondaire
0911828T,"Lycée polyvalent Georges Brassens, lycée des métiers de la micro-technologie et des systèmes électroniques",91,Courcouronnes,91080,secondaire
0911829U,Ecole maternelle Simone de Beauvoir,91,Étampes,91150,primaire
0911830V,Ecole élémentaire Maurice Genevoix,91,Évry,91000,primaire
0911831W,Ecole élémentaire Les Coquibus,91,Évry,91000,primaire
0911832X,Ecole élémentaire d'application Les Vieilles Vignes,91,La-Ferté-Alais,91590,primaire
0911833Y,Ecole maternelle Les Vieilles Vignes,91,La-Ferté-Alais,91590,primaire
0911834Z,Ecole élémentaire Jacques Prévert,91,Itteville,91760,primaire
0911843J,Ecole maternelle Maurice Genevoix,91,Évry,91000,primaire
0911844K,Lycée général privé Rudolf Steiner,91,Verrières-le-Buisson,91370,secondaire
0911849R,Ecole maternelle niki de saint phalle,91,Boissy-le-Cutté,91590,primaire
0911850S,Ecole maternelle Le Centre,91,Chilly-Mazarin,91380,primaire
0911852U,Ecole maternelle Les Coquibus,91,Évry,91000,primaire
0911854W,Ecole primaire Jacques Brel,91,Courcouronnes,91080,primaire
0911861D,Ecole maternelle Les Oiseaux,91,Guigneville-sur-Essonne,91590,primaire
0911865H,Collège Paul Eluard,91,Évry,91035,secondaire
0911868L,Ecole élémentaire Françoise Dolto,91,Évry,91000,primaire
0911869M,Ecole maternelle Françoise Dolto,91,Évry,91000,primaire
0911870N,Ecole élémentaire Du Bellay,91,Lisses,91090,primaire
0911873S,Ecole maternelle Joachim du Bellay,91,Lisses,91090,primaire
0911880Z,Ecole élémentaire Georges Lapierre,91,Évry,91000,primaire
0911881A,Ecole maternelle Georges Lapierre,91,Évry,91000,primaire
0911882B,Ecole élémentaire Les Erables,91,Villemoisson-sur-Orge,91360,primaire
